Date,Open,High,Low,Close,Volume,Adj Close
5/20/2015,538.48999,542.919983,532.971985,539.27002,1429100,539.27002
5/19/2015,533.97998,540.659973,533.039978,537.359985,1963300,537.359985
5/18/2015,532.01001,534.820007,528.849976,532.299988,1998600,532.299988
5/15/2015,539.179993,539.273987,530.380005,533.849976,1962700,533.849976
5/14/2015,533.77002,539,532.409973,538.400024,1399100,538.400024
5/13/2015,530.559998,534.322021,528.655029,529.619995,1252300,529.619995
5/12/2015,531.599976,533.208984,525.26001,529.039978,1625400,529.039978
5/11/2015,538.369995,541.97998,535.400024,535.700012,905300,535.700012
5/8/2015,536.650024,541.150024,525,538.219971,1527600,538.219971
5/7/2015,523.98999,533.460022,521.75,530.700012,1546300,530.700012
5/6/2015,531.23999,532.380005,521.085022,524.219971,1567000,524.219971
5/5/2015,538.210022,539.73999,530.390991,530.799988,1383100,530.799988
5/4/2015,538.530029,544.070007,535.059998,540.780029,1308000,540.780029
5/1/2015,538.429993,539.539978,532.099976,537.900024,1768200,537.900024
4/30/2015,547.869995,548.590027,535.049988,537.340027,2082200,537.340027
4/29/2015,550.469971,553.679993,546.905029,549.080017,1698800,549.080017
4/28/2015,554.640015,556.02002,550.366028,553.679993,1491000,553.679993
4/27/2015,563.390015,565.950012,553.200012,555.369995,2398000,555.369995
4/24/2015,566.102522,571.14259,557.252507,565.062561,4932500,565.062561
4/23/2015,541.002435,550.96249,540.23244,547.002472,4184900,547.002472
4/22/2015,534.402426,541.082489,531.752397,539.367458,1593600,539.367458
4/21/2015,537.512456,539.392429,533.677415,533.972413,1844800,533.972413
4/20/2015,525.602352,536.092424,524.50235,535.382408,1679300,535.382408
4/17/2015,528.662379,529.842435,521.012371,524.052386,2144100,524.052386
4/16/2015,529.902414,535.592457,529.612373,533.802391,1299900,533.802391
4/15/2015,528.702406,534.732432,523.22235,532.532429,2318800,532.532429
4/14/2015,536.252409,537.572435,528.094354,530.392405,2604100,530.392405
4/13/2015,538.412385,544.062463,537.312445,539.172404,1645300,539.172404
4/10/2015,542.292411,542.292411,537.312445,540.012477,1409500,540.012477
4/9/2015,541.032486,541.95249,535.49239,540.782472,1557900,540.782472
4/8/2015,538.382457,543.852415,538.382457,541.612446,1178500,541.612446
4/7/2015,538.08244,542.692434,536.002395,537.022465,1302900,537.022465
4/6/2015,532.222375,538.412385,529.572407,536.767432,1324400,536.767432
4/2/2015,540.852427,540.852427,533.849395,535.532478,1716400,535.532478
4/1/2015,548.602441,551.142488,539.502472,542.562439,1963100,542.562439
3/31/2015,550.00246,554.712521,546.722468,548.002468,1588000,548.002468
3/30/2015,551.622503,553.472487,548.17249,552.032502,1287500,552.032502
3/27/2015,553.002509,555.282565,548.132463,548.342512,1897500,548.342512
3/26/2015,557.59255,558.90254,550.652497,555.172522,1572600,555.172522
3/25/2015,570.50259,572.262605,558.742494,558.787478,2152300,558.787478
3/24/2015,562.562541,574.592603,561.212586,570.192597,2583300,570.192597
3/23/2015,560.432554,562.362529,555.832536,558.81251,1643800,558.81251
3/20/2015,561.652574,561.722529,559.052548,560.362537,2616900,560.362537
3/19/2015,559.392531,560.802526,556.147548,557.992512,1197300,557.992512
3/18/2015,552.50248,559.782578,547.002472,559.502513,2134500,559.502513
3/17/2015,551.712533,553.802493,548.002468,550.842532,1805500,550.842532
3/16/2015,550.952514,556.852484,546.002476,554.512509,1641000,554.512509
3/13/2015,553.502537,558.402572,544.222448,547.322503,1703600,547.322503
3/12/2015,553.512513,556.37253,550.462523,555.512505,1389600,555.512505
3/11/2015,555.142533,558.142521,550.682486,551.182515,1820800,551.182515
3/10/2015,564.252539,564.852512,554.732473,555.012538,1792300,555.012538
3/9/2015,566.862541,570.272589,563.537504,568.852557,1062100,568.852557
3/6/2015,574.882583,576.682625,566.762597,567.687558,1659100,567.687558
3/5/2015,575.022616,577.912621,573.412548,575.332609,1389600,575.332609
3/4/2015,571.872558,577.112576,568.012607,573.372583,1876800,573.372583
3/3/2015,570.452587,575.392649,566.522559,573.64261,1704800,573.64261
3/2/2015,560.532559,572.152623,558.752531,571.342601,2129600,571.342601
2/27/2015,554.242482,564.712602,552.902503,558.402572,2410200,558.402572
2/26/2015,543.212476,556.142529,541.502464,555.482516,2311500,555.482516
2/25/2015,535.90245,546.22244,535.447406,543.872489,1826000,543.872489
2/24/2015,530.002419,536.792403,528.252381,536.092424,1005100,536.092424
2/23/2015,536.052398,536.441465,529.412361,531.912381,1457900,531.912381
2/20/2015,543.132484,543.75247,535.802444,538.952441,1444400,538.952441
2/19/2015,538.042413,543.11247,538.012424,542.872432,989100,542.872432
2/18/2015,541.402458,545.492471,537.512456,539.702422,1453100,539.702422
2/17/2015,546.832511,550.00246,541.092465,542.842504,1616800,542.842504
2/13/2015,543.352447,549.912491,543.132484,549.012501,1900300,549.012501
2/12/2015,537.252405,544.822482,534.675391,542.932472,1620200,542.932472
2/11/2015,535.302416,538.452473,533.380397,535.972405,1377800,535.972405
2/10/2015,529.302379,537.702431,526.922378,536.942412,1749900,536.942412
2/9/2015,528.002366,532.002411,526.022388,527.832406,1267800,527.832406
2/6/2015,527.642431,537.202463,526.412373,531.002415,1749400,531.002415
2/5/2015,523.792334,528.502395,522.092359,527.582391,1849800,527.582391
2/4/2015,529.2424,532.67442,521.272361,522.762349,1663700,522.762349
2/3/2015,528.002366,533.40243,523.262377,529.2424,2038700,529.2424
2/2/2015,531.732383,533.002407,518.552316,528.482381,2849800,528.482381
1/30/2015,515.862322,539.872444,515.522339,534.522445,5606400,534.522445
1/29/2015,511.002313,511.092313,501.202274,510.662331,4186400,510.662331
1/28/2015,522.782423,522.992349,510.002318,510.002318,1683800,510.002318
1/27/2015,529.972369,530.702398,518.192381,518.63237,1904000,518.63237
1/26/2015,538.532466,539.002444,529.672413,535.212448,1543700,535.212448
1/23/2015,535.592457,542.172453,533.002407,539.952437,2281700,539.952437
1/22/2015,521.482349,536.332463,519.702382,534.39245,2676900,534.39245
1/21/2015,507.252283,519.282407,506.202315,518.042312,2268700,518.042312
1/20/2015,511.002313,512.502307,506.018277,506.902294,2227900,506.902294
1/16/2015,500.012273,508.1923,500.002267,508.082288,2298300,508.082288
1/15/2015,505.572291,505.682273,497.762267,501.792271,2715800,501.792271
1/14/2015,494.652237,503.232286,493.002234,500.872267,2235700,500.872267
1/13/2015,498.842256,502.982302,492.392254,496.182251,2370500,496.182251
1/12/2015,494.942247,495.978261,487.562205,492.552209,2322400,492.552209
1/9/2015,504.7623,504.922285,494.792239,496.172274,2069400,496.172274
1/8/2015,497.992238,503.4823,491.002212,502.682255,3353600,502.682255
1/7/2015,507.002299,507.246285,499.652247,501.102268,2065100,501.102268
1/6/2015,515.002358,516.177334,501.052266,501.962262,2899900,501.962262
1/5/2015,523.262377,524.332389,513.062315,513.872306,2059800,513.872306
1/2/2015,529.012399,531.272443,524.102327,524.812404,1447600,524.812404
12/31/2014,531.252429,532.602384,525.802363,526.402397,1368200,526.402397
12/30/2014,528.092396,531.152424,527.132366,530.422394,876300,530.422394
12/29/2014,532.192446,535.482414,530.013375,530.332426,2278500,530.332426
12/26/2014,528.772422,534.252417,527.312364,534.032454,1036000,534.032454
12/24/2014,530.512424,531.761394,527.022384,528.772422,705900,528.772422
12/23/2014,527.00237,534.56241,526.292354,530.592416,2197600,530.592416
12/22/2014,516.082347,526.462376,516.082347,524.872383,2723800,524.872383
12/19/2014,511.512318,517.722342,506.91331,516.352313,3690200,516.352313
12/18/2014,512.952333,513.872306,504.70229,511.102319,2926700,511.102319
12/17/2014,497.002248,507.002299,496.812244,504.892295,2883200,504.892295
12/16/2014,511.562321,513.052308,489.00222,495.392273,3964300,495.392273
12/15/2014,522.742335,523.102331,513.272333,513.80229,2813400,513.80229
12/12/2014,523.512391,528.502395,518.662298,518.662298,1994600,518.662298
12/11/2014,527.802355,533.922411,527.102376,528.34241,1610800,528.34241
12/10/2014,533.082399,536.332463,525.562386,526.062353,1712300,526.062353
12/9/2014,522.142362,534.192438,520.502366,533.37244,1871300,533.37244
12/8/2014,527.132366,531.002415,523.792334,526.982357,2329400,526.982357
12/5/2014,531.002415,532.892425,524.282386,525.262369,2565600,525.262369
12/4/2014,531.1624,537.342434,528.592424,537.312445,1392100,537.312445
12/3/2014,531.442404,535.998416,529.262414,531.322384,1278000,531.322384
12/2/2014,533.512412,535.502427,529.802408,533.752389,1525800,533.752389
12/1/2014,538.902438,541.412434,531.862379,533.802391,2115400,533.802391
11/28/2014,540.622426,542.002431,536.602429,541.832471,1148300,541.832471
11/26/2014,540.882478,541.552406,537.044437,540.372412,1523000,540.372412
11/25/2014,539.002444,543.98241,538.60444,541.082489,1789100,541.082489
11/24/2014,537.652489,542.702471,535.622446,539.272471,1706000,539.272471
11/21/2014,541.612446,542.142464,536.562402,537.502419,2223700,537.502419
11/20/2014,531.252429,535.112381,531.082408,534.832438,1562000,534.832438
11/19/2014,535.002399,538.242425,530.082412,536.992415,1391600,536.992415
11/18/2014,537.502419,541.942452,534.172425,535.032449,1962700,535.032449
11/17/2014,543.582448,543.792436,534.063361,536.512461,1725800,536.512461
11/14/2014,546.682442,546.682442,542.152501,544.402507,1289200,544.402507
11/13/2014,549.802448,549.802448,543.482442,545.38249,1339400,545.38249
11/12/2014,550.392507,550.462523,545.172441,547.312465,1129400,547.312465
11/11/2014,548.492459,551.942473,546.302493,550.29244,965500,550.29244
11/10/2014,541.462498,549.592522,541.022449,547.492463,1134600,547.492463
11/7/2014,546.212525,546.212525,538.672437,541.012473,1633800,541.012473
11/6/2014,545.502448,546.887472,540.972385,542.042458,1333300,542.042458
11/5/2014,556.802481,556.802481,544.052426,545.922423,2032300,545.922423
11/4/2014,553.002509,555.502529,549.302481,554.112486,1244200,554.112486
11/3/2014,555.502529,557.902544,553.23251,555.222464,1382300,555.222464
10/31/2014,559.352504,559.572529,554.752486,559.082538,2035100,559.082538
10/30/2014,548.952522,552.802497,543.512493,550.312514,1455500,550.312514
10/29/2014,550.00246,554.19254,546.982459,549.332532,1770500,549.332532
10/28/2014,543.002488,548.98245,541.622422,548.902519,1271000,548.902519
10/27/2014,537.032441,544.412422,537.032441,540.772496,1185300,540.772496
10/24/2014,544.36248,544.882461,535.792407,539.782476,1973100,539.782476
10/23/2014,539.322474,547.222436,535.852386,543.98241,2348800,543.98241
10/22/2014,529.892437,539.802428,528.802351,532.712427,2919300,532.712427
10/21/2014,525.192353,526.792383,519.112324,526.542369,2336300,526.542369
10/20/2014,509.452317,521.762353,508.102301,520.84241,2607500,520.84241
10/17/2014,527.252385,530.982402,508.532313,511.172335,5539400,511.172335
10/16/2014,519.002342,529.432374,515.002358,524.512387,3708600,524.512387
10/15/2014,531.012391,532.802396,518.302363,530.032409,3719400,530.032409
10/14/2014,538.902438,547.192507,533.172368,537.942408,2222600,537.942408
10/13/2014,544.992443,549.502492,533.102413,533.212456,2581700,533.212456
10/10/2014,557.722484,565.132577,544.052426,544.492476,3081900,544.492476
10/9/2014,571.182555,571.492549,559.062524,560.882579,2524800,560.882579
10/8/2014,565.572566,573.882587,557.492484,572.502582,1990900,572.502582
10/7/2014,574.402629,575.27263,563.742534,563.742534,1911300,563.742534
10/6/2014,578.802574,581.002639,574.442595,577.352614,1214600,577.352614
10/3/2014,573.052613,577.227576,572.502582,575.282606,1141700,575.282606
10/2/2014,567.312567,571.912585,563.322559,570.082615,1178400,570.082615
10/1/2014,576.012635,577.582615,567.01255,568.272597,1445500,568.272597
9/30/2014,576.932578,579.852634,572.852541,577.36259,1621700,577.36259
9/29/2014,571.7526,578.192625,571.172579,576.362594,1282400,576.362594
9/26/2014,576.062638,579.2526,574.662558,577.1026,1443700,577.1026
9/25/2014,587.552646,587.982658,574.182604,575.062581,1926000,575.062581
9/24/2014,581.462641,589.632691,580.522624,587.992634,1728100,587.992634
9/23/2014,586.852606,586.852606,581.002639,581.132634,1471400,581.132634
9/22/2014,593.82271,593.951665,583.462694,587.372648,1689500,587.372648
9/19/2014,591.502688,596.482654,589.502696,596.082692,3736600,596.082692
9/18/2014,587.002675,589.542661,585.002622,589.272695,1444600,589.272695
9/17/2014,580.012619,587.522656,578.777665,584.772683,1692800,584.772683
9/16/2014,572.762572,581.502606,572.662566,579.95264,1480400,579.95264
9/15/2014,572.94257,574.952599,568.212618,573.102555,1597600,573.102555
9/12/2014,581.002639,581.642639,574.462608,575.622589,1601700,575.622589
9/11/2014,580.362639,581.812599,576.262588,581.352598,1221000,581.352598
9/10/2014,581.502606,583.502659,576.942615,583.102636,977400,583.102636
9/9/2014,588.902723,589.002667,580.002643,581.012615,1287200,581.012615
9/8/2014,586.602653,591.772715,586.302635,589.722659,1431000,589.722659
9/5/2014,583.982613,586.55265,581.952632,586.082672,1632400,586.082672
9/4/2014,580.002643,586.00268,579.222611,581.982621,1458200,581.982621
9/3/2014,580.002643,582.992655,575.002602,577.942611,1215100,577.942611
9/2/2014,571.852545,577.832629,571.192593,577.332662,1578400,577.332662
8/29/2014,571.332625,572.04258,567.07155,571.60253,1083800,571.60253
8/28/2014,569.562573,573.252563,567.102518,569.202577,1292900,569.202577
8/27/2014,577.272622,578.492581,570.105627,571.002557,1703400,571.002557
8/26/2014,581.262629,581.802623,576.582619,577.862619,1639700,577.862619
8/25/2014,584.722619,585.002622,579.002647,580.202654,1361400,580.202654
8/22/2014,583.592689,585.238682,580.642643,582.562642,789100,582.562642
8/21/2014,583.822628,584.502655,581.142671,583.372664,914800,583.372664
8/20/2014,585.88266,586.702658,582.572618,584.492618,1036700,584.492618
8/19/2014,585.002622,587.342658,584.002627,586.862643,978700,586.862643
8/18/2014,576.11258,584.512631,576.002598,582.162619,1284100,582.162619
8/15/2014,577.862619,579.382595,570.522603,573.482564,1519200,573.482564
8/14/2014,576.182596,577.902645,570.882599,574.652643,985500,574.652643
8/13/2014,567.312567,575.002602,565.752564,574.782639,1441800,574.782639
8/12/2014,564.522567,565.902572,560.882579,562.732562,1542000,562.732562
8/11/2014,569.992585,570.492553,566.002578,567.882551,1214700,567.882551
8/8/2014,563.562536,570.252576,560.3525,568.772626,1494800,568.772626
8/7/2014,568.00257,569.89258,561.102482,563.362525,1110900,563.362525
8/6/2014,561.782569,570.702601,560.002541,566.376589,1334400,566.376589
8/5/2014,570.052564,571.982601,562.612543,565.072598,1551200,565.072598
8/4/2014,569.042531,575.352561,564.102531,573.152619,1427300,573.152619
8/1/2014,570.402584,575.962633,562.85252,566.072594,1955300,566.072594
7/31/2014,580.602616,583.652668,570.002561,571.60253,2102800,571.60253
7/30/2014,586.55265,589.502696,584.002627,587.42265,1016500,587.42265
7/29/2014,588.752653,589.702707,583.517654,585.612633,1349900,585.612633
7/28/2014,588.072688,592.502683,584.755668,590.602636,986800,590.602636
7/25/2014,590.402686,591.862684,587.032665,589.022681,932500,589.022681
7/24/2014,596.452725,599.502716,591.772715,593.352671,1035100,593.352671
7/23/2014,593.232652,597.852683,592.502683,595.982686,1233200,595.982686
7/22/2014,590.722655,599.652725,590.602636,594.742652,1699200,594.742652
7/21/2014,591.752702,594.402731,585.235622,589.472645,2062100,589.472645
7/18/2014,593.002712,596.802684,582.002635,595.082696,4014200,595.082696
7/17/2014,579.532665,580.992601,568.61258,573.732579,3016600,573.732579
7/16/2014,588.002671,588.402694,582.202646,582.662587,1397100,582.662587
7/15/2014,585.742628,585.807626,576.562606,584.782659,1623000,584.782659
7/14/2014,582.602608,585.212671,578.032641,584.872627,1854100,584.872627
7/11/2014,571.912585,580.85263,571.422594,579.182645,1621700,579.182645
7/10/2014,565.912548,576.592656,565.012558,571.102563,1356700,571.102563
7/9/2014,571.582578,576.72259,569.378536,576.082652,1116800,576.082652
7/8/2014,577.662607,579.530645,566.137592,571.092587,1909500,571.092587
7/7/2014,583.76265,586.432631,579.592644,582.252649,1064600,582.252649
7/3/2014,583.352589,585.01266,580.922585,584.732656,714200,584.732656
7/2/2014,583.352589,585.442672,580.392628,582.33766,1056400,582.33766
7/1/2014,578.32262,584.402649,576.652635,582.672624,1448000,582.672624
6/30/2014,578.662603,579.572631,574.752588,575.282606,1313800,575.282606
6/27/2014,577.182592,579.872648,573.802595,577.242632,2236900,577.242632
6/26/2014,581.002639,582.45266,571.852545,576.002598,1742000,576.002598
6/25/2014,565.262572,579.962616,565.222546,578.652627,1969400,578.652627
6/24/2014,565.192556,572.648612,561.012574,564.622572,2207100,564.622572
6/23/2014,555.152509,565.002582,554.252519,564.952579,1536800,564.952579
6/20/2014,556.852484,557.582513,550.394526,556.362492,4508300,556.362492
6/19/2014,554.242482,555.0025,548.512473,554.902556,2456800,554.902556
6/18/2014,544.862448,553.562516,544.002484,553.372481,1741800,553.372481
6/17/2014,544.202496,545.32245,539.33245,543.012465,1444600,543.012465
6/16/2014,549.262515,549.62245,541.522477,544.282488,1702600,544.282488
6/13/2014,552.262503,552.302469,545.562488,551.762536,1220500,551.762536
6/12/2014,557.302509,557.992512,548.462531,551.352476,1458500,551.352476
6/11/2014,558.002549,559.882522,555.022514,558.842561,1100100,558.842561
6/10/2014,560.512546,563.602502,557.902544,560.552511,1351700,560.552511
6/9/2014,557.152562,562.902584,556.042523,562.122552,1467500,562.122552
6/6/2014,558.062528,558.062528,548.932448,556.332564,1736800,556.332564
6/5/2014,546.402499,554.952498,544.452449,553.90256,1689100,553.90256
6/4/2014,541.502464,548.612478,538.752429,544.662436,1816500,544.662436
6/3/2014,550.99248,552.342557,542.552463,544.942501,1866600,544.942501
6/2/2014,560.702581,560.902593,545.732448,553.932488,1435000,553.932488
5/30/2014,560.802526,561.352496,555.912467,559.892559,1771100,559.892559
5/29/2014,563.352549,564.002525,558.712565,560.082534,1354100,560.082534
5/28/2014,564.57257,567.842585,561.002537,561.682502,1652000,561.682502
5/27/2014,556.002496,566.002578,554.352463,565.952575,2104200,565.952575
5/23/2014,547.262462,553.642508,543.702467,552.702492,1932200,552.702492
5/22/2014,541.132431,547.602445,540.782472,545.062459,1615800,545.062459
5/21/2014,532.902462,539.185441,531.912381,538.942465,1196300,538.942465
5/20/2014,529.742368,536.232396,526.302392,529.772418,1784800,529.772418
5/19/2014,519.702382,529.782456,517.58537,528.862391,1277800,528.862391
5/16/2014,521.39238,521.802379,515.442347,520.632362,1485300,520.632362
5/15/2014,525.702357,525.872379,517.422325,519.982324,1704400,519.982324
5/14/2014,533.002407,533.002407,525.292358,526.652412,1191800,526.652412
5/13/2014,530.892433,536.072411,529.512428,533.092437,1653400,533.092437
5/12/2014,523.512391,530.192393,519.012379,529.922366,1912500,529.922366
5/9/2014,510.75233,519.902393,504.202292,518.732314,2439500,518.732314
5/8/2014,508.462297,517.23229,506.452298,511.002313,2021300,511.002313
5/7/2014,515.792305,516.68232,503.302272,509.962291,3224300,509.962291
5/6/2014,525.232379,526.812396,515.062337,515.14233,1689000,515.14233
5/5/2014,524.822381,528.902418,521.322364,527.812392,1024100,527.812392
5/2/2014,533.762426,534.002403,525.612389,527.932411,1688500,527.932411
5/1/2014,527.112352,532.932391,523.882364,531.352374,1905500,531.352374
4/30/2014,527.602343,528.002366,522.522372,526.662388,1751200,526.662388
4/29/2014,516.902344,529.462425,516.322324,527.70241,2699100,527.70241
4/28/2014,517.182348,518.602319,502.802274,517.152359,3335500,517.152359
4/25/2014,522.512395,524.702361,515.422333,516.182352,2100400,516.182352
4/24/2014,530.072374,531.652452,522.122349,525.162363,1883200,525.162363
4/23/2014,533.792415,533.872408,526.252389,526.942391,2052300,526.942391
4/22/2014,528.642427,537.232391,527.512375,534.812425,2365400,534.812425
4/21/2014,536.1024,536.702435,525.602352,528.622414,2566700,528.622414
4/17/2014,548.81249,549.502492,531.152424,536.1024,6809500,536.1024
4/16/2014,543.002488,557.002492,540.00244,556.54249,4893300,556.54249
4/15/2014,536.822454,538.452473,518.462348,536.442444,3855100,536.442444
4/14/2014,538.252462,544.102429,529.56237,532.522453,2575100,532.522453
4/11/2014,532.552381,540.00244,526.532392,530.602392,3924800,530.602392
4/10/2014,565.002582,565.002582,539.902495,540.952433,4036900,540.952433
4/9/2014,559.622532,565.372554,552.952506,564.142557,3330800,564.142557
4/8/2014,542.602466,555.0025,541.612446,554.902556,3151200,554.902556
4/7/2014,540.742445,548.482483,527.15244,538.152456,4401700,538.152456
4/4/2014,574.652643,577.77265,543.002488,543.14246,6369300,543.14246
4/3/2014,569.852553,587.282679,564.132581,569.742571,5099200,569.742571
4/2/2014,599.992707,604.832763,562.192568,567.002574,147100,567.002574
4/1/2014,558.712565,568.452595,558.712565,567.162558,7900,567.162558
3/31/2014,566.892592,567.002574,556.932537,556.972503,10800,556.972503
3/28/2014,561.202549,566.43259,558.672477,559.992504,41200,559.992504
3/27/2014,568.00257,568.00257,552.922516,558.462551,13100,558.462551
